 Destination Port	 Flow Duration	 Total Fwd Packets	 Total Backward Packets	Total Length of Fwd Packets	 Total Length of Bwd Packets	 Fwd Packet Length Max	 Fwd Packet Length Min	 Fwd Packet Length Mean	 Fwd Packet Length Std	Bwd Packet Length Max	 Bwd Packet Length Min	 Bwd Packet Length Mean	 Bwd Packet Length Std	Flow Bytes/s	 Flow Packets/s	 Flow IAT Mean	 Flow IAT Std	 Flow IAT Max	 Flow IAT Min	Fwd IAT Total	 Fwd IAT Mean	 Fwd IAT Std	 Fwd IAT Max	 Fwd IAT Min	Bwd IAT Total	 Bwd IAT Mean	 Bwd IAT Std	 Bwd IAT Max	 Bwd IAT Min	Fwd PSH Flags	 Bwd PSH Flags	 Fwd URG Flags	 Bwd URG Flags	 Fwd Header Length	 Bwd Header Length	Fwd Packets/s	 Bwd Packets/s	 Min Packet Length	 Max Packet Length	 Packet Length Mean	 Packet Length Std	 Packet Length Variance	FIN Flag Count	 SYN Flag Count	 RST Flag Count	 PSH Flag Count	 ACK Flag Count	 URG Flag Count	 CWE Flag Count	 ECE Flag Count	 Down/Up Ratio	 Average Packet Size	 Avg Fwd Segment Size	 Avg Bwd Segment Size	 Fwd Header Length	Fwd Avg Bytes/Bulk	 Fwd Avg Packets/Bulk	 Fwd Avg Bulk Rate	 Bwd Avg Bytes/Bulk	 Bwd Avg Packets/Bulk	Bwd Avg Bulk Rate	Subflow Fwd Packets	 Subflow Fwd Bytes	 Subflow Bwd Packets	 Subflow Bwd Bytes	Init_Win_bytes_forward	 Init_Win_bytes_backward	 act_data_pkt_fwd	 min_seg_size_forward	Active Mean	 Active Std	 Active Max	 Active Min	Idle Mean	 Idle Std	 Idle Max	 Idle Min	 Label
80	98310759	9	6	310	11595	310	0	34.44444444	103.3333333	4344	0	1932.5	1754.831473	121.0955965	0.1525774	7022197.071	26300000	98300000	1	98300000	12300000	34800000	98300000	1	15481	3096.2	4229.367589	9022	49	0	0	0	0	296	200	0.09154644	0.06103096	0	4344	744.0625	1391.463041	1936169.396	0	0	0	0	1	0	0	0	0	793.6666667	34.44444444	1932.5	296	0	0	0	0	0	0	9	310	6	11595	251	235	1	32	997	0	997	997	98300000	0	98300000	98300000	DoS Hulk
80	98312830	6	6	359	11595	359	0	59.83333333	146.5611363	4344	0	1932.5	1754.831473	121.5914545	0.122059349	8937530	29600000	98300000	3	98300000	19700000	44000000	98300000	3	15546	3109.2	4438.61653	9945	49	0	0	0	0	200	200	0.061029674	0.061029674	0	4344	919.5384615	1498.366422	2245101.936	0	0	0	0	1	0	0	0	1	996.1666667	59.83333333	1932.5	200	0	0	0	0	0	0	6	359	6	11595	274	235	1	32	996	0	996	996	98300000	0	98300000	98300000	DoS Hulk
80	98314645	5	7	412	11595	400	0	82.4	177.5691415	7240	0	1656.428571	2566.885263	122.1282953	0.122057095	8937695	29600000	98300000	4	98300000	24600000	49100000	98300000	1000	98300000	16400000	40100000	98300000	45	0	0	0	0	144	232	0.050857123	0.071199972	0	7240	924.0769231	1995.805203	3983238.41	1	0	0	0	0	0	0	0	1	1001.083333	82.4	1656.428571	144	0	0	0	0	0	0	5	412	7	11595	0	235	2	20	7922	0	7922	7922	98300000	0	98300000	98300000	DoS Hulk
80	98312752	7	6	366	11595	366	0	52.28571429	138.3349971	4344	0	1932.5	1977.812908	121.6627524	0.132231066	8192729.333	28400000	98300000	2	98300000	16400000	40100000	98300000	2	15446	3089.2	4748.714795	10993	47	0	0	0	0	232	200	0.071201343	0.061029723	0	4344	854.3571429	1566.010296	2452388.247	0	0	0	0	1	0	0	0	0	920.0769231	52.28571429	1932.5	232	0	0	0	0	0	0	7	366	6	11595	251	235	1	32	1006	0	1006	1006	98300000	0	98300000	98300000	DoS Hulk
80	98308803	7	6	323	11595	317	0	46.14285714	119.4577032	4344	0	1932.5	1754.831473	121.2302422	0.132236378	8192400.25	28400000	98300000	1	98300000	16400000	40100000	98300000	1	14482	2896.4	4379.224509	10089	48	0	0	0	0	220	200	0.071204203	0.061032174	0	4344	851.2857143	1461.279915	2135338.989	0	0	0	0	1	0	0	0	0	916.7692308	46.14285714	1932.5	220	0	0	0	0	0	0	7	323	6	11595	274	235	2	20	3	0	3	3	98300000	0	98300000	98300000	DoS Hulk
80	98308739	6	7	388	11595	370	0	64.66666667	149.6110513	5792	0	1656.428571	2120.732252	121.8915035	0.132236464	8192394.917	28400000	98300000	1	98300000	19700000	44000000	98300000	1	98300000	16400000	40100000	98300000	45	0	0	0	0	164	232	0.061032214	0.07120425	0	5792	856.3571429	1665.521383	2773961.478	1	0	0	0	0	0	0	0	1	922.2307692	64.66666667	1656.428571	164	0	0	0	0	0	0	6	388	7	11595	0	235	3	20	8004	0	8004	8004	98300000	0	98300000	98300000	DoS Hulk
80	98307703	9	6	361	11595	361	0	40.11111111	120.3333333	5792	0	1932.5	2181.008184	121.6181401	0.152582143	7021978.786	26300000	98300000	1	98300000	12300000	34800000	98300000	1	12422	2484.4	4271.382306	9953	45	0	0	0	0	296	200	0.091549286	0.061032857	0	5792	747.25	1578.765784	2492501.4	0	0	0	0	1	0	0	0	0	797.0666667	40.11111111	1932.5	296	0	0	0	0	0	0	9	361	6	11595	251	235	1	32	2001	0	2001	2001	98300000	0	98300000	98300000	DoS Hulk
80	98310724	7	6	318	11595	312	0	45.42857143	117.5682173	4344	0	1932.5	1754.831473	121.1770142	0.132233794	8192560.333	28400000	98300000	1	98300000	16400000	40100000	98300000	1	14468	2893.6	4351.035601	10008	46	0	0	0	0	220	200	0.071202812	0.061030982	0	4344	850.9285714	1461.421145	2135751.764	0	0	0	0	1	0	0	0	0	916.3846154	45.42857143	1932.5	220	0	0	0	0	0	0	7	318	6	11595	251	235	2	20	1991	0	1991	1991	98300000	0	98300000	98300000	DoS Hulk
80	98310678	7	6	322	11595	316	0	46	119.0798052	5792	0	1932.5	2181.008184	121.2177583	0.132233856	8192556.5	28400000	98300000	1	98300000	16400000	40100000	98300000	1	14250	2850	4284.841012	9859	46	0	0	0	0	220	200	0.071202845	0.06103101	0	5792	851.2142857	1667.501409	2780560.951	0	0	0	0	1	0	0	0	0	916.6923077	46	1932.5	220	0	0	0	0	0	0	7	322	6	11595	251	235	2	20	1014	0	1014	1014	98300000	0	98300000	98300000	DoS Hulk
80	98309663	6	5	384	11595	384	0	64	156.7673435	7240	0	2319	3331.638186	121.8496701	0.111891341	9830966.3	31100000	98300000	1	98300000	19700000	44000000	98300000	1	14271	3567.75	4626.342355	9905	85	0	0	0	0	200	168	0.06103164	0.0508597	0	7240	998.25	2325.30499	5407043.295	0	0	0	0	1	0	0	0	0	1089	64	2319	200	0	0	0	0	0	0	6	384	5	11595	251	235	1	32	88	0	88	88	98300000	0	98300000	98300000	DoS Hulk
80	98310767	9	6	355	11595	355	0	39.44444444	118.3333333	5792	0	1932.5	2179.547086	121.5533188	0.152577388	7022197.643	26300000	98300000	1	98300000	12300000	34800000	98300000	1	13532	2706.4	4314.784618	10060	49	0	0	0	0	296	200	0.091546433	0.061030955	0	5792	746.875	1578.19166	2490688.917	0	0	0	0	1	0	0	0	0	796.6666667	39.44444444	1932.5	296	0	0	0	0	0	0	9	355	6	11595	251	235	1	32	1001	0	1001	1001	98300000	0	98300000	98300000	DoS Hulk
80	98310742	8	6	333	11595	327	0	41.625	115.328026	7240	0	1932.5	2845.835677	121.3295695	0.142405598	7562364.769	27300000	98300000	-1	98300000	14000000	37100000	98300000	4	14534	2906.8	4751.366561	11077	49	0	0	0	0	252	200	0.081374627	0.061030971	0	7240	795.2	1955.268714	3823075.743	0	0	0	0	1	0	0	0	0	852	41.625	1932.5	252	0	0	0	0	0	0	8	333	6	11595	251	235	2	20	5988	0	5988	5988	98300000	0	98300000	98300000	DoS Hulk
80	98310657	6	7	382	11595	364	0	63.66666667	147.1620422	5792	0	1656.428571	2120.732252	121.8280944	0.132233884	8192554.75	28400000	98300000	5	98300000	19700000	44000000	98300000	5	98300000	16400000	40100000	98300000	47	0	0	0	0	164	232	0.061031023	0.071202861	0	5792	855.9285714	1665.656926	2774412.995	1	0	0	0	0	0	0	0	1	921.7692308	63.66666667	1656.428571	164	0	0	0	0	0	0	6	382	7	11595	0	235	3	20	11994	0	11994	11994	98300000	0	98300000	98300000	DoS Hulk
80	98310870	6	7	395	11595	377	0	65.83333333	152.4682481	5792	0	1656.428571	2120.732252	121.960064	0.132233597	8192572.5	28400000	98300000	1	98300000	19700000	44000000	98300000	1	98300000	16400000	40100000	98300000	48	0	0	0	0	164	232	0.061030891	0.071202706	0	5792	856.8571429	1665.365188	2773441.209	1	0	0	0	0	0	0	0	1	922.7692308	65.83333333	1656.428571	164	0	0	0	0	0	0	6	395	7	11595	0	235	3	20	12009	0	12009	12009	98300000	0	98300000	98300000	DoS Hulk
80	98310788	6	7	435	11595	417	0	72.5	168.7954383	5792	0	1656.428571	2120.732252	122.3670387	0.132233708	8192565.667	28400000	98300000	4	98300000	19700000	44000000	98300000	4	98300000	16400000	40100000	98300000	47	0	0	0	0	164	232	0.061030942	0.071202766	0	5792	859.7142857	1664.5127	2770602.527	1	0	0	0	0	0	0	0	1	925.8461538	72.5	1656.428571	164	0	0	0	0	0	0	6	435	7	11595	0	235	3	20	11986	0	11986	11986	98300000	0	98300000	98300000	DoS Hulk
80	98315923	5	8	377	11595	365	0	75.4	161.9191156	5792	0	1449.375	2046.673464	121.7707126	0.132226801	8192993.583	28400000	98300000	22	98300000	24600000	49100000	98300000	984	98300000	14000000	37200000	98300000	44	0	0	0	0	144	264	0.050856462	0.081370339	0	5792	855.5714286	1664.398885	2770223.648	1	0	0	0	0	0	0	0	1	921.3846154	75.4	1449.375	144	0	0	0	0	0	0	5	377	8	11595	0	235	2	20	11998	0	11998	11998	98300000	0	98300000	98300000	DoS Hulk
80	98307793	6	7	328	11595	310	0	54.66666667	125.1218073	4344	0	1656.428571	1760.597234	121.2823484	0.132237736	8192316.083	28400000	98300000	1	98300000	19700000	44000000	98300000	1	98300000	16400000	40100000	98300000	49	0	0	0	0	164	232	0.061032801	0.071204935	0	4344	852.0714286	1460.673947	2133568.379	1	0	0	0	0	0	0	0	1	917.6153846	54.66666667	1656.428571	164	0	0	0	0	0	0	6	328	7	11595	0	235	3	20	10997	0	10997	10997	98300000	0	98300000	98300000	DoS Hulk
80	98309792	6	6	366	11595	366	0	61	149.4188743	4344	0	1932.5	1754.831473	121.6664155	0.122063121	8937253.818	29600000	98300000	0	98300000	19700000	44000000	98300000	0	13555	2711	4341.39891	10105	47	0	0	0	0	200	200	0.06103156	0.06103156	0	4344	920.0769231	1498.14944	2244451.744	0	0	0	0	1	0	0	0	1	996.75	61	1932.5	200	0	0	0	0	0	0	6	366	6	11595	251	235	1	32	1	0	1	1	98300000	0	98300000	98300000	DoS Hulk
80	98308788	6	6	359	11595	359	0	59.83333333	146.5611363	4344	0	1932.5	1754.831473	121.5964538	0.122064367	8937162.545	29600000	98300000	0	98300000	19700000	44000000	98300000	1	13546	2709.2	4336.97956	10095	49	0	0	0	0	200	200	0.061032184	0.061032184	0	4344	919.5384615	1498.366422	2245101.936	0	0	0	0	1	0	0	0	1	996.1666667	59.83333333	1932.5	200	0	0	0	0	0	0	6	359	6	11595	251	235	1	32	5	0	5	5	98300000	0	98300000	98300000	DoS Hulk
80	98309955	8	5	344	11595	344	0	43	121.6223664	10136	0	2319	4414.366206	121.4424317	0.132234828	8192496.25	28400000	98300000	1	98300000	14000000	37200000	98300000	1	14587	3646.75	4623.698186	9966	190	0	0	0	0	264	168	0.081375279	0.050859549	0	10136	852.7857143	2700.032028	7290172.951	0	0	0	0	1	0	0	0	0	918.3846154	43	2319	264	0	0	0	0	0	0	8	344	5	11595	274	235	1	32	2003	0	2003	2003	98300000	0	98300000	98300000	DoS Hulk
80	98310900	6	8	343	11595	325	0	57.16666667	131.2439205	5792	0	1449.375	1895.881019	121.4310926	0.142405369	7562376.923	27300000	98300000	4	98300000	19700000	44000000	98300000	4	98300000	14000000	37200000	98300000	46	0	0	0	0	164	264	0.061030872	0.081374497	0	5792	796.2666667	1525.057773	2325801.21	1	0	0	0	0	0	0	0	1	853.1428571	57.16666667	1449.375	164	0	0	0	0	0	0	6	343	8	11595	0	235	3	20	12992	0	12992	12992	98300000	0	98300000	98300000	DoS Hulk
80	98310769	8	6	397	11595	397	0	49.625	140.3606961	5792	0	1932.5	2181.008184	121.980533	0.142405559	7562366.846	27300000	98300000	0	98300000	14000000	37200000	98300000	0	15484	3096.8	4453.944903	10027	45	0	0	0	0	264	200	0.081374605	0.061030954	0	5792	799.4666667	1620.443628	2625837.552	0	0	0	0	1	0	0	0	0	856.5714286	49.625	1932.5	264	0	0	0	0	0	0	8	397	6	11595	251	235	1	32	994	0	994	994	98300000	0	98300000	98300000	DoS Hulk
80	98310706	5	7	374	11595	362	0	74.8	160.577707	5792	0	1656.428571	2120.732252	121.746659	0.122061986	8937336.909	29600000	98300000	39	98300000	24600000	49100000	98300000	191	98300000	16400000	40100000	98300000	45	0	0	0	0	144	232	0.050859161	0.071202825	0	5792	921.1538462	1714.926036	2940971.308	1	0	0	0	0	0	0	0	1	997.9166667	74.8	1656.428571	144	0	0	0	0	0	0	5	374	7	11595	0	235	2	20	11985	0	11985	11985	98300000	0	98300000	98300000	DoS Hulk
80	98309732	7	5	328	11595	328	0	46.85714286	123.9723471	5792	0	2319	2423.629716	121.2799563	0.122063195	8937248.364	29600000	98300000	2	98300000	16400000	40100000	98300000	2	13438	3359.5	4633.838042	9954	60	0	0	0	0	232	168	0.07120353	0.050859665	0	5792	917.1538462	1815.605677	3296423.974	0	0	0	0	1	0	0	0	0	993.5833333	46.85714286	2319	232	0	0	0	0	0	0	7	328	5	11595	251	235	1	32	1010	0	1010	1010	98300000	0	98300000	98300000	DoS Hulk
80	98311733	6	6	361	11595	361	0	60.16666667	147.3776329	7240	0	1932.5	2845.835677	121.6131548	0.122060711	8937430.273	29600000	98300000	3	98300000	19700000	44000000	98300000	3	14400	2880	4326.69435	9953	49	0	0	0	0	200	200	0.061030355	0.061030355	0	7240	919.6923077	2082.380864	4336310.064	0	0	0	0	1	0	0	0	1	996.3333333	60.16666667	1932.5	200	0	0	0	0	0	0	6	361	6	11595	251	235	1	32	986	0	986	986	98300000	0	98300000	98300000	DoS Hulk
80	98311882	9	7	350	11595	344	0	38.88888889	114.4338722	5792	0	1656.428571	1947.638216	121.5010816	0.162747368	6554125.467	25400000	98300000	3	98300000	12300000	34800000	98300000	3	15570	2595	4392.164979	10932	41	0	0	0	0	284	232	0.091545394	0.071201973	0	5792	702.6470588	1451.105395	2105706.868	0	0	0	0	1	0	0	0	0	746.5625	38.88888889	1656.428571	284	0	0	0	0	0	0	9	350	7	11595	274	235	2	20	1990	0	1990	1990	98300000	0	98300000	98300000	DoS Hulk
80	98310700	8	6	358	11595	352	0	44.75	124.1655002	5792	0	1932.5	2181.008184	121.5839171	0.142405659	7562361.538	27300000	98300000	0	98300000	14000000	37200000	98300000	0	13431	2686.2	4292.841972	9992	46	0	0	0	0	252	200	0.081374662	0.061030997	0	5792	796.8666667	1621.07358	2627879.552	0	0	0	0	1	0	0	0	0	853.7857143	44.75	1932.5	252	0	0	0	0	0	0	8	358	6	11595	251	235	2	20	2978	0	2978	2978	98300000	0	98300000	98300000	DoS Hulk
80	98314842	7	7	333	11595	333	0	47.57142857	125.8621695	5792	0	1656.428571	2118.227235	121.3245097	0.142399659	7562680.154	27300000	98300000	2	98300000	16400000	40100000	98300000	2	15579	2596.5	4410.334352	10988	47	0	0	0	0	232	232	0.07119983	0.07119983	0	5792	795.2	1620.259071	2625239.457	0	0	0	0	1	0	0	0	1	852	47.57142857	1656.428571	232	0	0	0	0	0	0	7	333	7	11595	274	235	1	32	991	0	991	991	98300000	0	98300000	98300000	DoS Hulk
80	98311912	5	7	367	11595	355	0	73.4	157.4477691	4344	0	1656.428571	1760.597234	121.6739636	0.122060488	8937446.545	29600000	98300000	4	98300000	24600000	49100000	98300000	4	98300000	16400000	40100000	98300000	14	0	0	0	0	144	232	0.050858537	0.071201952	0	4344	920.6153846	1497.5734	2242726.09	1	0	0	0	0	0	0	0	1	997.3333333	73.4	1656.428571	144	0	0	0	0	0	0	5	367	7	11595	0	235	2	20	13003	0	13003	13003	98300000	0	98300000	98300000	DoS Hulk
80	98310738	5	7	375	11595	363	0	75	161.0248428	4344	0	1656.428571	1760.597234	121.7567912	0.122061946	8937339.818	29600000	98300000	4	98300000	24600000	49100000	98300000	4	98300000	16400000	40100000	98300000	47	0	0	0	0	144	232	0.050859144	0.071202802	0	4344	921.2307692	1497.323231	2241976.859	1	0	0	0	0	0	0	0	1	998	75	1656.428571	144	0	0	0	0	0	0	5	375	7	11595	0	235	2	20	12995	0	12995	12995	98300000	0	98300000	98300000	DoS Hulk
80	98311745	7	6	327	11595	327	0	46.71428571	123.5943827	5792	0	1932.5	2181.008184	121.2673013	0.13223242	8192645.417	28400000	98300000	0	98300000	16400000	40100000	98300000	0	13457	2691.4	4737.069168	11014	45	0	0	0	0	232	200	0.071202073	0.061030348	0	5792	851.5714286	1667.467343	2780447.341	0	0	0	0	1	0	0	0	0	917.0769231	46.71428571	1932.5	232	0	0	0	0	0	0	7	327	6	11595	274	235	1	32	998	0	998	998	98300000	0	98300000	98300000	DoS Hulk
80	98312830	8	6	321	11595	321	0	40.125	113.4906384	5792	0	1932.5	2181.008184	121.2049333	0.142402573	7562525.385	27300000	98300000	1	98300000	14000000	37200000	98300000	1	15449	3089.8	4757.686013	10996	45	0	0	0	0	264	200	0.081372899	0.061029674	0	5792	794.4	1621.910064	2630592.257	0	0	0	0	1	0	0	0	0	851.1428571	40.125	1932.5	264	0	0	0	0	0	0	8	321	6	11595	274	235	1	32	1011	0	1011	1011	98300000	0	98300000	98300000	DoS Hulk
80	98313730	6	6	364	11595	364	0	60.66666667	148.6023777	4344	0	1932.5	1754.831473	121.641199	0.122058231	8937611.818	29600000	98300000	0	98300000	19700000	44000000	98300000	0	16516	3303.2	4870.844916	11061	13	0	0	0	0	200	200	0.061029116	0.061029116	0	4344	919.9230769	1498.211181	2244636.744	0	0	0	0	1	0	0	0	1	996.5833333	60.66666667	1932.5	200	0	0	0	0	0	0	6	364	6	11595	274	235	1	32	1	0	1	1	98300000	0	98300000	98300000	DoS Hulk
80	98312718	7	6	294	11595	294	0	42	111.1215551	4344	0	1932.5	1754.831473	120.9304375	0.132231112	8192726.5	28400000	98300000	1	98300000	16400000	40100000	98300000	1	15348	3069.6	4400.300365	9889	47	0	0	0	0	232	200	0.071201368	0.061029744	0	4344	849.2142857	1462.206772	2138048.643	0	0	0	0	1	0	0	0	0	914.5384615	42	1932.5	232	0	0	0	0	0	0	7	294	6	11595	274	235	1	32	983	0	983	983	98300000	0	98300000	98300000	DoS Hulk
80	98311942	7	6	318	11595	318	0	45.42857143	120.1927024	4344	0	1932.5	1754.831473	121.1755129	0.132232155	8192661.833	28400000	98300000	2	98300000	16400000	40100000	98300000	2	13576	2715.2	4264.070028	9888	14	0	0	0	0	232	200	0.07120193	0.061030226	0	4344	850.9285714	1461.519676	2136039.764	0	0	0	0	1	0	0	0	0	916.3846154	45.42857143	1932.5	232	0	0	0	0	0	0	7	318	6	11595	274	235	1	32	994	0	994	994	98300000	0	98300000	98300000	DoS Hulk
80	98313672	6	6	314	11595	314	0	52.33333333	128.1899632	4344	0	1932.5	1754.831473	121.1326945	0.122058303	8937606.545	29600000	98300000	2	98300000	19700000	44000000	98300000	2	15253	3050.6	4383.032204	9833	15	0	0	0	0	200	200	0.061029152	0.061029152	0	4344	916.0769231	1499.82057	2249461.744	0	0	0	0	1	0	0	0	1	992.4166667	52.33333333	1932.5	200	0	0	0	0	0	0	6	314	6	11595	251	235	1	32	990	0	990	990	98300000	0	98300000	98300000	DoS Hulk
80	98309717	7	6	288	11595	288	0	41.14285714	108.8537682	5792	0	1932.5	2181.008184	120.8730974	0.132235148	8192476.417	28400000	98300000	1	98300000	16400000	40100000	98300000	1	15404	3080.8	4444.950078	9988	10	0	0	0	0	232	200	0.071203541	0.061031607	0	5792	848.7857143	1668.44341	2783703.412	0	0	0	0	1	0	0	0	0	914.0769231	41.14285714	1932.5	232	0	0	0	0	0	0	7	288	6	11595	274	235	1	32	992	0	992	992	98300000	0	98300000	98300000	DoS Hulk
80	98312787	7	6	375	11595	369	0	53.57142857	139.1088988	8688	0	1932.5	3384.303045	121.7542536	0.132231019	8192732.25	28400000	98300000	1	98300000	16400000	40100000	98300000	1	14523	2904.6	4105.098817	9191	49	0	0	0	0	220	200	0.071201318	0.061029701	0	8688	855	2313.450969	5352055.385	0	0	0	0	1	0	0	0	0	920.7692308	53.57142857	1932.5	220	0	0	0	0	0	0	7	375	6	11595	274	235	2	20	5	0	5	5	98300000	0	98300000	98300000	DoS Hulk
80	98310779	6	7	344	11595	326	0	57.33333333	131.6520667	4344	0	1656.428571	1947.638216	121.4414139	0.13223372	8192564.917	28400000	98300000	1	98300000	19700000	44000000	98300000	1	98300000	16400000	40100000	98300000	49	0	0	0	0	164	232	0.061030948	0.071202772	0	4344	853.2142857	1566.005019	2452371.72	1	0	0	0	0	0	0	0	1	918.8461538	57.33333333	1656.428571	164	0	0	0	0	0	0	6	344	7	11595	0	235	3	20	11991	0	11991	11991	98300000	0	98300000	98300000	DoS Hulk
33856	13365	2	2	0	12	0	0	0	0	6	6	6	0	897.8675645	299.2891882	4455	7246.923416	12822	158	13365	13365	0	13365	13365	385	385	0	385	385	0	0	0	0	64	40	149.6445941	149.6445941	0	6	2.4	3.286335345	10.8	0	0	0	0	1	0	0	0	1	3	0	6	64	0	0	0	0	0	0	2	0	2	12	235	0	0	32	0	0	0	0	0	0	0	0	BENIGN
80	98313867	6	8	347	11595	329	0	57.83333333	132.8765091	5792	0	1449.375	1895.881019	121.468114	0.142401071	7562605.154	27300000	98300000	0	98300000	19700000	44000000	98300000	0	98300000	14000000	37200000	98300000	46	0	0	0	0	164	264	0.061029031	0.081372041	0	5792	796.5333333	1524.96983	2325532.981	1	0	0	0	0	0	0	0	1	853.4285714	57.83333333	1449.375	164	0	0	0	0	0	0	6	347	8	11595	0	235	3	20	10999	0	10999	10999	98300000	0	98300000	98300000	DoS Hulk
80	98308745	5	7	410	11595	398	0	82	176.6748426	4344	0	1656.428571	1760.597234	122.1152808	0.122064421	8937158.636	29600000	98300000	10	98300000	24600000	49100000	98300000	983	98300000	16400000	40100000	98300000	49	0	0	0	0	144	232	0.050860175	0.071204245	0	4344	923.9230769	1496.266936	2238814.744	1	0	0	0	0	0	0	0	1	1000.916667	82	1656.428571	144	0	0	0	0	0	0	5	410	7	11595	0	235	2	20	12993	0	12993	12993	98300000	0	98300000	98300000	DoS Hulk
80	98312788	6	7	384	11595	366	0	64	147.9783768	5792	0	1656.428571	2119.480114	121.8457969	0.132231018	8192732.333	28400000	98300000	41	98300000	19700000	44000000	98300000	155	98300000	16400000	40100000	98300000	69	0	0	0	0	164	232	0.0610297	0.071201317	0	5792	856.0714286	1664.875808	2771811.456	1	0	0	0	0	0	0	0	1	921.9230769	64	1656.428571	164	0	0	0	0	0	0	6	384	7	11595	0	235	3	20	12975	0	12975	12975	98300000	0	98300000	98300000	DoS Hulk
80	98309846	5	7	356	11595	344	0	71.2	152.5293414	4344	0	1656.428571	1760.597234	121.5646294	0.122063054	8937258.727	29600000	98300000	1	98300000	24600000	49100000	98300000	1	98300000	16400000	40100000	98300000	15	0	0	0	0	144	232	0.050859606	0.071203448	0	4344	919.7692308	1497.922681	2243772.359	1	0	0	0	0	0	0	0	1	996.4166667	71.2	1656.428571	144	0	0	0	0	0	0	5	356	7	11595	0	235	2	20	12949	0	12949	12949	98300000	0	98300000	98300000	DoS Hulk
80	100046728	6	6	399	11595	399	0	66.5	162.8910679	4344	0	1932.5	1754.831473	119.8839806	0.119943953	9095157.091	30100000	100000000	2	100000000	20000000	44700000	100000000	2	77396	15479.2	28692.68899	66105	41	0	0	0	0	200	200	0.059971976	0.059971976	0	4344	922.6153846	1497.160008	2241488.09	0	0	0	0	1	0	0	0	1	999.5	66.5	1932.5	200	0	0	0	0	0	0	6	399	6	11595	274	235	1	32	5	0	5	5	100000000	0	100000000	100000000	DoS Hulk
80	100046702	7	6	328	11595	328	0	46.85714286	123.9723471	5792	0	1932.5	2181.008184	119.1743432	0.129939316	8337225.167	28900000	100000000	3	100000000	16700000	40800000	100000000	3	78360	15672	29121.58218	67078	46	0	0	0	0	232	200	0.069967324	0.059971992	0	5792	851.6428571	1667.443165	2780366.709	0	0	0	0	1	0	0	0	0	917.1538462	46.85714286	1932.5	232	0	0	0	0	0	0	7	328	6	11595	274	235	1	32	979	0	979	979	100000000	0	100000000	100000000	DoS Hulk
80	100049829	6	5	366	11595	366	0	61	149.4188743	8688	0	2319	3774.237539	119.5504292	0.109945215	10000000	31600000	100000000	1	100000000	20000000	44700000	100000000	1	82485	20621.25	33525.18168	70225	189	0	0	0	0	200	168	0.059970117	0.049975098	0	8688	996.75	2559.831497	6552737.295	0	0	0	0	1	0	0	0	0	1087.363636	61	2319	200	0	0	0	0	0	0	6	366	5	11595	251	235	1	32	3	0	3	3	100000000	0	100000000	100000000	DoS Hulk
80	100054748	8	6	303	11595	303	0	37.875	107.1266773	5792	0	1932.5	2179.547086	118.9148965	0.139923395	7696519.077	27700000	100000000	0	100000000	14300000	37800000	100000000	0	84420	16884	31308.77742	72133	49	0	0	0	0	264	200	0.079956226	0.059967169	0	5792	793.2	1621.590498	2629555.743	0	0	0	0	1	0	0	0	0	849.8571429	37.875	1932.5	264	0	0	0	0	0	0	8	303	6	11595	274	235	1	32	999	0	999	999	100000000	0	100000000	100000000	DoS Hulk
80	100065676	6	6	397	11595	397	0	66.16666667	162.0745713	5792	0	1932.5	2181.008184	119.841293	0.119921241	9096879.636	30100000	100000000	3	100000000	20000000	44700000	100000000	3	86458	17291.6	32678.78586	75132	45	0	0	0	0	200	200	0.05996062	0.05996062	0	5792	922.4615385	1714.807356	2940564.269	0	0	0	0	1	0	0	0	1	999.3333333	66.16666667	1932.5	200	0	0	0	0	0	0	6	397	6	11595	251	235	1	32	971	0	971	971	100000000	0	100000000	100000000	DoS Hulk
80	100067845	6	8	347	11595	329	0	57.83333333	132.8765091	5792	0	1449.375	1895.881019	119.3390344	0.139905081	7697526.538	27700000	100000000	2	100000000	20000000	44700000	100000000	2	100000000	14300000	37800000	100000000	48	0	0	0	0	164	264	0.059959321	0.079945761	0	5792	796.5333333	1524.96983	2325532.981	1	0	0	0	0	0	0	0	1	853.4285714	57.83333333	1449.375	164	0	0	0	0	0	0	6	347	8	11595	0	235	3	20	9946	0	9946	9946	100000000	0	100000000	100000000	DoS Hulk
80	100069768	7	6	401	11595	395	0	57.28571429	148.9347892	4344	0	1932.5	1754.831473	119.8763647	0.129909365	8339147.333	28900000	100000000	0	100000000	16700000	40800000	100000000	0	87539	17507.8	33165.83327	76224	14	0	0	0	0	220	200	0.069951196	0.059958168	0	4344	856.8571429	1459.233406	2129362.132	0	0	0	0	1	0	0	0	0	922.7692308	57.28571429	1932.5	220	0	0	0	0	0	0	7	401	6	11595	274	235	2	20	992	0	992	992	100000000	0	100000000	100000000	DoS Hulk
80	100047729	7	6	353	11595	347	0	50.42857143	130.794823	5792	0	1932.5	2181.008184	119.4230006	0.129937982	8337310.75	28900000	100000000	1	100000000	16700000	40800000	100000000	1	90451	18090.2	34013.86136	78243	46	0	0	0	0	220	200	0.069966606	0.059971376	0	5792	853.4285714	1666.756441	2778077.033	0	0	0	0	1	0	0	0	0	919.0769231	50.42857143	1932.5	220	0	0	0	0	0	0	7	353	6	11595	251	235	2	20	980	0	980	980	100000000	0	100000000	100000000	DoS Hulk
